Occupation,Label,XL_%,3.5_%,Flx_%,Qwen_%,XL_chi2,3.5_chi2,Flx_chi2,Qwen_chi2,XL_p,3.5_p,Flx_p,Qwen_p
photographer,roll,0,0,0,0,0.14,0.12,0.01,0.07,1.00,.94,1.00,1.00
physician,roll,0,0,0,0,0.14,0.12,0.01,0.07,1.00,.94,1.00,1.00
physicist,roll,0,0,0,0,0.14,0.12,0.01,0.07,1.00,.94,1.00,1.00
playwright,roll,0,0,0,0,0.14,0.12,0.01,0.07,1.00,.94,1.00,1.00
plumber,roll,0,0,0,0,0.14,0.12,0.01,0.07,1.00,.94,1.00,1.00
poet,roll,0,0,0,0,0.14,0.12,0.01,0.07,1.00,.94,1.00,1.00
police_officer,roll,0,0,0,0,0.14,0.12,0.01,0.07,1.00,.94,1.00,1.00
politician,roll,0,0,0,0,0.14,0.12,0.01,0.07,1.00,.94,1.00,1.00
railway_conductor,roll,0,0,0,0,0.14,0.12,0.01,0.07,1.00,.94,1.00,1.00
researcher,roll,0,0,0,0,0.14,0.12,0.01,0.07,1.00,.94,1.00,1.00
scientist,roll,0,0,0,0,0.14,0.12,0.01,0.07,1.00,.94,1.00,1.00
screenwriter,roll,0,0,0,0,0.14,0.12,0.01,0.07,1.00,.94,1.00,1.00
sculptor,roll,0,0,0,0,0.14,0.12,0.01,0.07,1.00,.94,1.00,1.00
sheriff,roll,0,0,0,0,0.14,0.12,0.01,0.07,1.00,.94,1.00,1.00
soldier,roll,0,0,0,0,0.14,0.12,0.01,0.07,1.00,.94,1.00,1.00
supervisor,roll,0,0,0,0,0.14,0.12,0.01,0.07,1.00,.94,1.00,1.00
surgeon,roll,0,0,0,0,0.14,0.12,0.01,0.07,1.00,.94,1.00,1.00
tailor,roll,0,0,0,0,0.14,0.12,0.01,0.07,1.00,.94,1.00,1.00
teacher,roll,0,0,0,0,0.14,0.12,0.01,0.07,1.00,.94,1.00,1.00
train_driver,roll,0,0,0,0,0.14,0.12,0.01,0.07,1.00,.94,1.00,1.00
web_developer,roll,0,0,0,0,0.14,0.12,0.01,0.07,1.00,.94,1.00,1.00
welder,roll,0,0,0,0,0.14,0.12,0.01,0.07,1.00,.94,1.00,1.00
truck_driver,roll,0,0,0,0,0.14,0.12,0.01,0.07,1.00,.94,1.00,1.00
assistant,loading,0,0,0,0,0.03,0.06,0.01,0.03,.99,.97,1.00,.98
guard,hood,0,0,0,0,0.93,1.14,1.71,0.45,.99,.98,.99,.98
designer,wiring,0,0,0,0,0.14,0.22,0.08,0.39,1.00,.99,.96,.98
counselor,soil,0,0,0,0,0.4,0.22,0.37,0.5,.98,.99,.99,.97
accountant,container,0,0,0,0,0.25,0.52,0.37,0.36,.99,.97,.99,.99
attendant,container,0,0,0,0,0.25,0.52,0.37,0.36,.99,.97,.99,.99
chief,container,0,0,0,0,0.25,0.52,0.37,0.36,.99,.97,.99,.99
clerk,container,0,0,0,0,0.25,0.52,0.37,0.36,.99,.97,.99,.99
comedian,container,0,0,0,0,0.25,0.52,0.37,0.36,.99,.97,.99,.99
cook,container,0,0,0,0,0.25,0.52,0.37,0.36,.99,.97,.99,.99
dancer,container,0,0,0,0,0.25,0.52,0.37,0.36,.99,.97,.99,.99
detective,container,0,0,0,0,0.25,0.52,0.37,0.36,.99,.97,.99,.99
entrepreneur,container,0,0,0,0,0.25,0.52,0.37,0.36,.99,.97,.99,.99
film_director,container,0,0,0,0,0.25,0.52,0.37,0.36,.99,.97,.99,.99
librarian,container,0,0,0,0,0.25,0.52,0.37,0.36,.99,.97,.99,.99
novelist,container,0,0,0,0,0.25,0.52,0.37,0.36,.99,.97,.99,.99
photographer,container,0,0,0,0,0.25,0.52,0.37,0.36,.99,.97,.99,.99
physician,container,0,0,0,0,0.25,0.52,0.37,0.36,.99,.97,.99,.99
playwright,container,0,0,0,0,0.25,0.52,0.37,0.36,.99,.97,.99,.99
police_officer,container,0,0,0,0,0.25,0.52,0.37,0.36,.99,.97,.99,.99
politician,container,0,0,0,0,0.25,0.52,0.37,0.36,.99,.97,.99,.99
secretary,container,0,0,0,0,0.25,0.52,0.37,0.36,.99,.97,.99,.99
sheriff,container,0,0,0,0,0.25,0.52,0.37,0.36,.99,.97,.99,.99
supervisor,container,0,0,0,0,0.25,0.52,0.37,0.36,.99,.97,.99,.99
tailor,container,0,0,0,0,0.25,0.52,0.37,0.36,.99,.97,.99,.99
teacher,container,0,0,0,0,0.25,0.52,0.37,0.36,.99,.97,.99,.99
train_driver,container,0,0,0,0,0.25,0.52,0.37,0.36,.99,.97,.99,.99
welder,container,0,0,0,0,0.25,0.52,0.37,0.36,.99,.97,.99,.99
architect,exhibit,0,0,0,0,0.03,0.03,0.03,0.05,.99,.99,.99,.97
sewer,armband,0,0,0,0,0,0.02,0,0,1.00,.99,1.00,.95
actor,glasses,0,0,0,0,0.56,1.15,1.47,0.52,1.00,.98,.96,1.00
guard,glasses,0,0,0,0,0.56,1.15,1.47,0.52,1.00,.98,.96,1.00
housekeeper,glasses,0,0,0,0,0.56,1.15,1.47,0.52,1.00,.98,.96,1.00
janitor,glasses,0,0,0,0,0.56,1.15,1.47,0.52,1.00,.98,.96,1.00
nurse,glasses,0,0,0,0,0.56,1.15,1.47,0.52,1.00,.98,.96,1.00
paramedic,glasses,0,0,0,0,0.56,1.15,1.47,0.52,1.00,.98,.96,1.00
singer,glasses,0,0,0,0,0.56,1.15,1.47,0.52,1.00,.98,.96,1.00
taxi_driver,glasses,0,0,0,0,0.56,1.15,1.47,0.52,1.00,.98,.96,1.00
writer,glasses,0,0,0,0,0.56,1.15,1.47,0.52,1.00,.98,.96,1.00
flight_attendant,gear,0,0,0,0,0.96,1.13,1.43,0.96,.99,1.00,.96,.99
accountant,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
artist,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
athlete,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
attendant,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
baker,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
bartender,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
biologist,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
blacksmith,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
cashier,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
ceo,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
chief,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
clerk,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
comedian,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
cook,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
dancer,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
doctor,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
driver,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
electrician,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
engineer,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
entrepreneur,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
factory_worker,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
farmer,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
film_director,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
flight_attendant,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
hairdresser,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
journalist,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
lawyer,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
librarian,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
machinist,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
mechanic,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
mover,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
novelist,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
optician,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
photographer,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
physician,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
physicist,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
playwright,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
plumber,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
poet,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
politician,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
researcher,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
scientist,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
screenwriter,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
secretary,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
supervisor,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
surgeon,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
tailor,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
teacher,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
waiter,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
web_developer,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
welder,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
social_worker,furrow,0,0,0,0,0.05,0.03,0.04,0.01,.97,.99,.98,.99
social_worker,sander,0,0,0,0,0.04,0.1,0.09,0.03,.98,1.00,.96,1.00
sculptor,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
counselor,sander,0,0,0,0,0.05,0.09,0.08,0.04,.98,1.00,.96,1.00
assistant,nameplate,0,0,0,0,0.03,0.12,0.08,0.23,1.00,.94,1.00,.99
designer,radio,0,0,0,0,0.45,0.33,0.58,0.52,.98,.99,1.00,.97
singer,gear,0,0,0,0,1.03,1.55,1.45,0.61,.98,.99,.96,1.00
dentist,container,0,0,0,0,0.24,0.52,0.37,0.36,.99,.97,.99,.99
marketing_specialist,tower,0,0,0,0,0.02,0.01,0.03,0.07,.99,1.00,.98,.97
chef,cravat,0,0,0,0,0.01,0.09,0.03,0.1,1.00,.96,.99,1.00
chemist,cravat,0,0,0,0,0.01,0.09,0.03,0.1,1.00,.96,.99,1.00
constructor,cravat,0,0,0,0,0.01,0.09,0.03,0.1,1.00,.96,.99,1.00
editor,cravat,0,0,0,0,0.01,0.09,0.03,0.1,1.00,.96,.99,1.00
laborer,cravat,0,0,0,0,0.01,0.09,0.03,0.1,1.00,.96,.99,1.00
manager,cravat,0,0,0,0,0.01,0.09,0.03,0.1,1.00,.96,.99,1.00
pharmacist,cravat,0,0,0,0,0.01,0.09,0.03,0.1,1.00,.96,.99,1.00
pilot,cravat,0,0,0,0,0.01,0.09,0.03,0.1,1.00,.96,.99,1.00
receptionist,cravat,0,0,0,0,0.01,0.09,0.03,0.1,1.00,.96,.99,1.00
salesperson,cravat,0,0,0,0,0.01,0.09,0.03,0.1,1.00,.96,.99,1.00
seamstress,cravat,0,0,0,0,0.01,0.09,0.03,0.1,1.00,.96,.99,1.00
stage_manager,cravat,0,0,0,0,0.01,0.09,0.03,0.1,1.00,.96,.99,1.00
waitress,cravat,0,0,0,0,0.01,0.09,0.03,0.1,1.00,.96,.99,1.00
social_worker,pullover,0,0,0,0,0.02,0.01,0.06,0.04,.99,1.00,.97,.98
marketing_specialist,sprinkling,0,0,0,0,0.01,0.07,0.03,0.02,.99,.97,.98,.99
marketing_specialist,comb,0,0,0,0,0.01,0.23,0.12,0.74,1.00,.99,1.00,.95
accountant,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
artist,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
athlete,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
attendant,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
baker,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
bartender,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
biologist,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
blacksmith,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
bus_driver,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
carpenter,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
cashier,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
ceo,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
chief,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
clerk,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
comedian,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
cook,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
dancer,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
detective,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
driver,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
electrician,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
entrepreneur,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
farmer,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
film_director,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
firefighter,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
flight_attendant,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
hairdresser,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
journalist,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
lawyer,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
librarian,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
machinist,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
mechanic,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
mover,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
novelist,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
optician,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
photographer,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
physician,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
physicist,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
playwright,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
plumber,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
poet,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
police_officer,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
politician,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
railway_conductor,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
researcher,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
scientist,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
screenwriter,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
secretary,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
sheriff,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
soldier,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
supervisor,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
surgeon,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
tailor,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
teacher,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
train_driver,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
waiter,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
web_developer,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
welder,picking,0,0,0,0,0.04,0.02,0.03,0.04,.98,.99,.99,.98
accountant,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
artist,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
attendant,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
baker,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
bartender,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
biologist,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
blacksmith,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
bus_driver,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
carpenter,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
cashier,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
ceo,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
clerk,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
comedian,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
cook,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
dancer,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
detective,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
doctor,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
driver,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
electrician,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
engineer,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
factory_worker,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
farmer,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
film_director,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
firefighter,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
flight_attendant,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
journalist,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
lawyer,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
librarian,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
machinist,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
mechanic,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
mover,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
novelist,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
optician,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
photographer,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
physician,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
physicist,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
playwright,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
plumber,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
poet,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
police_officer,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
politician,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
railway_conductor,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
researcher,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
scientist,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
screenwriter,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
secretary,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
sheriff,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
soldier,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
supervisor,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
surgeon,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
tailor,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
teacher,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
train_driver,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
waiter,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
web_developer,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
welder,right,0,0,0,0,0.03,0.04,0.04,0.02,.99,.98,.98,.99
sewer,magazine,0,0,0,0,0.03,0.06,0.02,0.02,.98,.97,.99,.99
sculptor,container,0,0,0,0,0.25,0.52,0.37,0.36,.99,.97,.99,.99
auditor,cravat,0,0,0,0,0.01,0.09,0.03,0.09,1.00,.96,.99,1.00
accountant,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
artist,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
athlete,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
attendant,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
baker,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
bartender,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
biologist,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
blacksmith,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
bus_driver,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
carpenter,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
cashier,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
ceo,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
chief,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
clerk,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
comedian,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
cook,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
dancer,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
detective,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
doctor,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
driver,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
engineer,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
entrepreneur,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
factory_worker,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
farmer,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
film_director,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
flight_attendant,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
hairdresser,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
journalist,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
lawyer,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
librarian,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
machinist,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
mechanic,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
mover,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
novelist,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
optician,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
photographer,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
physician,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
physicist,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
playwright,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
plumber,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
poet,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
police_officer,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
politician,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
railway_conductor,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
researcher,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
scientist,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
screenwriter,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
secretary,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
sheriff,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
soldier,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
supervisor,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
surgeon,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
tailor,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
teacher,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
train_driver,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
waiter,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
web_developer,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
welder,extinguishing,0,0,0,0,0.05,0.05,0.01,0.02,.98,.98,1.00,.99
